lAboutText1	~1~ ~2~ (~3~ bits)
lGuiGroupSaveReplaceWindowsLabel	Vervang bestaande vensters
lGuiGroupSaveRestoreOption	Indien deze groep wordt opgeroepen:
lGuiGroupSaveRestoreWith	Herstel mappen met:
lGuiHelp	Help
lGuiHotkeysHelp	Hulp voor sneltoetsen
lGuiHotkeysHelpText	Pijl Op:    Ga naar de vorige favoriet`nPijl Neer: Ga naar de volgende favoriet`n`nEnter:    Wijzig de huidige favoriet`nCtrl-N:   Voeg een nieuwe favoriet toe`nCtrl-C:   Kopieër een favoriet`nDel:        Verwijder favoriet(en)`n`nShift-Op/Neer:      Selecteer aangrenzende favoriet`nCtrl-muisklik:        Selecteer niet aangrenzende favorieten`nCtrl-A:                    Selecteer alle favorieten`nCtrl-Pijl Op:           Verplaats favoriet naar boven`nCtrl-Pijl Neer:        Verplaats favoriet omlaag`nCrtl-Pijl Rechts:     Open submenu`nCtrl-Links:              Open hoofdmenu
lGuiHotkeysHelpText2	F1: Help weergeven`nCtrl-F: Selecteer de zoekfunctie`nCtrl-H: Dit venster weergeven
lGuiLoginName	Login naam
lGuiLvFavoritesHeader	Naam|Type|Sneltoets|Locatie of inhoud
lGuiLvFavoritesHeaderFiltered	Naam|Menu|Type|Sneltoets|Locatie of inhoud
lGuiMove	Verplaatsen
lGuiMoveAmpersand	&Verplaatsen
lGuiOptions	Opties
lGuiPassword	Wachtwoord
lGuiPasswordNotEncripted	nb: Het wachtwoord zal niet versleuteld worden wanneer deze verzonden wordt naar het internet
lGuiRemoveFavorite	Verwijderen
lGuiResetDefault	Standaard sneltoets herstellen
lGuiSaveAmpersand	&Opslaan
lGuiSaveAndCloseAmpersand	O&pslaan &&`n Sluiten
lGuiSaveAndStayAmpersand	Opslaan &&`n &Herladen
lGuiSaveToUpdateBacklinks	Opslaan om de backlinks te updaten
lGuiSaving	Bezig met opslaan
lGuiSubmenuDropdownLabel	Menu of groep om te wijzigen:
lGuiTitle	Instellingen - ~1~ ~2~
lHelpTabAddingFavorite	Favorieten toevoegen
lHelpTabGettingStarted	Om te beginnen
lHelpTabQAPFeatures	QAP functies
lHelpTabSharedMenus	Openbaar menu
lHelpTabTipsAndTricks	Tips and Trucs
lHelpText11	Wanneer Quick Access Popup laadt, geeft het een pictogram weer in het systeemvak en zal wachten op uw orders.  Wanneer u 1 van uw geprefereerde MAPPEN, APPLICATIE'S, WEB LINKS, FTP SITE of FRAGMENTEN wilt starten, gebruik dan de sneltoets [~1~] of [~2~] en selecteer uw gewenste favoriet in het popupmenu.
lHelpText12	Wanneer u een favoriete map selecteert in Windows Explorer of een dialoogbox*, zal Quick Access Popup direct "navigeren" naar de bewuste locatie opgeslagen in het favoriet!`n*) Deze optie dient ingeschakeld te worden in "Opties" - "Opties".
lHelpText13	Om het openen van een map in een nieuw venster te forceren, kunt u gebruik maken van de alternatieve sneltoetsen: [~1~] of [~2~].`nSelecteer "Open in nieuw venster" in het alternatieve menu en selecteer uw gewenste map.`nHet alternatieve menu heeft nog tal van andere functionaliteiten.
lHelpText14	Kies "Instellingen" om uw Quick Access Popup menu aan te passen aan uw persoonlijke wensen. U kunt hier favorieten toevoegen aan uw menu of u kunt deze verplaatsen, hernoemen of verwijderen. Ook kunt u SUBMENU'S, GROEPEN of OPENBARE MENU'S toevoegen. Kies het aan te passen menu onder: "Menu of groep om te wijzigen" en sla uw wijzigingen op door op "Opslaan" te drukken.
lHelpText21	Om een favoriet toe te voegen selecteert u in het "Instellingen"-menu de knop: "Toevoegen".`nSelecteer het gewenste type van de nieuwe favoriet en lees de tips aan de rechterkant van dit scherm.`nKlik op "Volgende" om het "Toevoegen Favoriet"-venster te openen.
lHelpText22	In de 4 tabs van het venster "Toevoegen Favoriet" kunnen de "Basis Opties", "Menu Opties", "Venster Opties" en "Geavanceerde Opties" gewijzigd worden.`nKlik op "Toevoegen" om de favoriet toe te voegen en op "Opslaan" om de favoriet op te slaan.
lHelpText23	VOEG DEZE MAP TOE`nOm snel een nieuwe MAP toe te voegen als favoriet in het popup-menu:`n1) Ga naar de veel gebuikte map`n2) Klik op de QAP-sneltoets [~1~] of [~2~] en kies "Voeg deze map toe"`n3) Geef de favoriet een verkorte naam en klik op Toevoegen`n4) Sla uw wijzigingen op.
lHelpText31	In het "Mijn QAP Essentials"-menu:
lHelpText32	- Gebruik "Schakelen..." in het menu om te schakelen tussen openstaande vensters zoals Windows Verkenners of andere applicaties.`n- Gebruik "Een map openen..." om snel te schakelen naar een openstaande map (erg handig in dialoogboxen)`n- Gebruik "Recent bezochte mappen..." voor een geüpdatet lijst van recent bezochte mappen`n- Gebruik de functie "Klembord" in het menu om informatie opgeslagen in het geheugen op te roepen en te gebruiken`n- En tot slot het menu "Stations" voor een lijst van bekende stations op deze computer met informatie over de vrije ruimte.
lHelpText33	PAS UW QAP FUNCTIES MENU AAN
lHelpText34	Als volgt kunt u "Mijn QAP Essentials" menu-items verplaatsen naar het hoofdmenu of naar andere submenu's:`n1) Selecteer het "Instellingen"-menu (of maak gebruik van sneltoets: [~1~])`n2) Selecteer onder "Menu of groep om te wijzigen" het QAP Essentials menu`n    (Hoofdmenu -> Mijn QAP Essentials)`n3) Selecteer de QAP feature om te verplaatsen en klik op "Wijzigen"`n4) Selecteer in de tab "Menu Opties" de nieuwe locatie onder "Favoriete hoofdmenu"`n5) Sla uw wijzigingen op.
lHelpText41	- Gebruik het pictogram van Quick Access Popup in het systeemvak (bij de klok) op de volgende 3 methodes:`n1) Klik met de linkermuistoets op het pictogram om het QAP-Menu te openen`n2) Klik met de rechtermuistoets op het pictogram om het QAP-systeemmenu te openen`n3) Dubbelklik op het pictogram om het "Instellingen"-menu te openen.
lHelpText42	- In het systeemvak, klik rechts op het Quick Access Popup pictogram en zet: "Uitboeren bij opstarten" aan om Quick Access Popup op automaisch op te starten bij het opstarten van Windows.
lHelpText43	- Configureer uw Quick Access Popup menu triggers: kies uw geprefereerde muistoets of sneltoets in: "Instellingen, Opties, tab: sneltoetsen".
lHelpText44	- Ook te vinden in "Instellingen": Kies uw taal, pictogramgrootte, vensterkleuren. Selecteer het aantal recente mappen om weer te geven, en voeg numerieke sneltoetsen toe aan mappen of geef de sneltoetsen direct weer in het menu. Selecteer waar QAP het menu opent, naast de muispijl, of juist op een vaste plaats.
lHelpText45	- Directory Opus gebruikers, lees <a href="http://www.quickaccesspopup.com/how-to-i-enable-directory-opus-support-in-quick-access-popup/">deze pagina</a> voor aanvullende informatie`n- Total Commander gebruikers, lees <a href="http://www.quickaccesspopup.com/how-do-i-enable-total-commander-support-in-quick-access-popup/">deze pagina</a> voor aanvullende informatie`n- Voor overige bestandsbeheerders, lees <a href="http://www.quickaccesspopup.com/what-file-managers-are-supported-in-addition-to-windows-explorer/">deze pagina</a> voor aanvullende informatie over QAP-Connect.
lHelpText51	Openbare menu's zorgen ervoor dat favorieten beheerd kunnen worden door een configuratiebestand welke gedeeld kan worden tussen verschillende gebruikers of door 1 gebruiker over verschillende computers. Er zijn 3 verschillende soorten Openbare Menu's:
lHelpText52	Openbare menu's kunnen elk type favorieten bevatten, behalve andere Openbare menu's. Het configuratiebestand van een Openbare menu kan worden opgeslagen op een netwerklocatie of een openbare map (zoals dropbox) en kan worden gebruikt op verschillende computers. QAP heeft volledige ondersteuning voor het werken in teamverband en vermijd modificatieconflicten.
lHelpText53	Om een Openbaar menu to maken of toe te voegen gaat u naar het "Toevoegen" dialoog en selecteert u: "Openbaar Menu" klik hierna op "Volgende". In het volgende dialoog dient het configuratiebestand ingegeven te worden, dit kan door het pad op te geven van het externe configuratiebestand. Bestands-extentie dient een .ini bestand te zijn. Als het bestand al bestaat, dan zal de inhoud weergegeven worden in het nieuwe Openbare menu. Zodra het configuratiebestand leeg is dan zal er een leeg submenu worden aangemaakt.
lHelpText54	Configureer een Openbaar Menu Catagolus in Opties (tab: "Algemeen") om gemakkelijker gebruikers toe te voegen aan het Openbaar menu.
lHelpTextLead	Quick Access Popup Quick laat u navigeren als nooit tevoren! Open veelgebruikte mappen, documenten, applicatie's en zoveel meer simpel && snel!
lHelpTitle	Help - ~1~ ~2~
lImpExpAborted	afgebroken
lImpExpAppend	Toevoegen
lImpExpCompleted	voltooid
lImpExpDestination	Bestemming
lImpExpExport	Exporteren
lImpExpExportAmpersand	&Exporteren
lImpExpFavorites	Favorieten
lImpExpFavoritesNotFound	Favorieten konden niet gevonden worden in bestand:`n`n~1~
lImpExpFile	~1~ bestand
lImpExpFileGlobal	Globale instellingen en sneltoetsen voor het hoofdmenu
lImpExpFileThemes	Thema's
lImpExpFinalReport	Verplaats ~1~. Bron: `n~2~`n`nBestemming:`n~3~
lImpExpHotkeys	sneltoetsen
lImpExpImport	Importeren
lImpExpImportAmpersand	&Importeren
lImpExpMenu	Instellingen Importeren/Exporteren
lImpExpMerge	Samenvoegen met
lImpExpNoThemes	Geen themalijst gevonden in waarde "~1~" van sectie "~2~".`n`nBronbestand:`n~3~
lImpExpOptionAlternative	Sneltoetsen voor alternatieve menu's
lImpExpOptionFavorites	Favorieten (sneltoetsen uitgesloten)
lImpExpOptionHotkeys	Sneltoetsen voor favorieten
lImpExpOrIdentical	(of de content is identiek)
lImpExpReplaceAll	Alles vervangen
lImpExpReplaceFavorites	Er zijn favorieten aanwezig in het doelbestand, wat wilt u doen?`n`n~1~
lImpExpReplaceSection	Vervang (OVERSCHRIJF) sectie ~2~ van het bestaande bestand?`n`n~1~`n`n[~2~]`n~3~
lImpExpRestartApp	Wilt u ~1~ herstarten en zo de nieuwe instellingen laden?
lImpExpSectionNotFound	De vereiste informatie is niet gevonden in het bestand:`n`n~1~`n`nSectie: [~2~]`nBeschrijving: ~3~
lImpExpSource	Bron
lImpExpTitle	Instellingen Importeren/Exporteren - ~1~
lImpExpUnsavedSettings	Een instellingenvenster is open, mogelijk met onopgeslagen wijzigingen.`n`nSluit het venster alvorens een bestand te importeren of te exporteren.
lMainMenuName	Hoofdmenu
lMenuAboutAmpersand	&Over
lMenuAddFavorite	Favoriet toevoegen
lMenuAddThisFolder	Voeg deze map toe
lMenuAddThisFolderXpress	Voeg deze Expressmap toe
lMenuAlternativeEditFavorite	Een favoriet wijzigen
lMenuAlternativeNewWindow	Open in een nieuw venster
lMenuAlternativeOpenContainingCurrent	Open de map in het openstaande venster
lMenuAlternativeOpenContainingNew	Open de map in een nieuw venster
lMenuAlternativeRunAs	Uitvoeren als administrator
lMenuAppData	Applicatiegegevens
lMenuCache	Cache
lMenuClipboard	Klembord
lMenuCloseThisMenu	Menu sluiten
lMenuColumnBreak	kolom
lMenuCommonAppData	Openbare Applicatiegegevens
lMenuCommonDesktop	Openbaar Bureaublad
lMenuCommonStartMenu	Openbaar Startmenu
lMenuCommonStartupMenu	Openbare Startup menu
lMenuComputerRestart	Computer opnieuw opstarten
lMenuComputerShutdown	Computer afsluiten
lMenuCookies	Cookies
lMenuCopyLocation	Kopiëer een pad of website uit een favoriet
lMenuCurrentFolders	Een map openen
lMenuDesktop	Bureaublad
lMenuDownloads	Downloads
lMenuDrives	Stations
lMenuDrivesSpace	(~1~ GB vrij / ~2~ GB) GB staat voor Giga-Bytes
lMenuEditIniFile	Wijzig ~1~...
lMenuExitApp	~1~ afsluiten 
lMenuExternalCatalogue	Openbare favorietenmenu vanuit de catalogus toevoegen...
lMenuFavoritesInternet	Internet favorieten
lMenuFonts	Lettertypen
lMenuGetWinInfo	Haal venstertitel en klasse op
lMenuHelp	Help
lMenuHistory	Geschiedenis
lMenuMenu	Menu
lMenuMyMusic	Mijn muziek
lMenuMyQAPMenu	Mijn QAP Essentials
lMenuMySpecialMenu	Mijn speciale mappen
lMenuMyVideo	Mijn videos
lMenuNoClipboard	Het klembord bevat geen pad of website...
lMenuNoCurrentFolder	Geen open mappen gevonden...
lMenuPictures	Afbeeldingen
lMenuProgramFiles	Programmabestanden
lMenuProgramsFolderStartMenu	Programma Map (Start Menu)
lMenuPublicLibraries	Openbare Bibliotheken
lMenuQuickLaunch	Snelstarten
lMenuRecentFolders	Recent bezochte mappen
lMenuRecentItems	Onlangs geopend
lMenuRefreshMenu	Ververs Live-mappen menu's
lMenuReload	~1~ opnieuw laden
lMenuReopenCurrentFolder	Heropen de huidige map in een dialogbox
lMenuRunAtStartupAmpersand	&Uitvoeren bij opstarten
lMenuSettings	Instellingen
lMenuStartMenu	Startmenu
lMenuStartup	Start op
lMenuSuspendHotkeys	Sneltoetsen tijdelijk uitschakelen
lMenuSwitchFolderOrApp	Schakelen
lMenuSwitchSettings	Schakel tussen instellingenbestand
lMenuSystemCertificates	Systeem Certificaten
lMenuTemplates	Sjablonen
lMenuTemporaryFiles	Tijdelijke bestanden
lMenuUpdateAmpersand	&Controleren op nieuwe versies
lMenuUserFolder	Gebruikersmap
lMenuUserPinned	User Pinned
lNavigateFileError	Er is een fout opgetreden tijdens het openen van deze map:`n~1~.
lNavigateSpecialError	Er is een fout opgetreden tijdens het openen van deze speciale map:`n#~1~.
lOopsAddThisFolderTip	Voor betere resultaten van het "Voeg deze map toe" commando:`n`n1)Activeer het ~1~ venster met de map om toe te voegen aan het menu.`n2)Open het popup-menu gebruikmakend van ~2~.`n3)Selecteer "Voeg deze map toe" and sla de wijzigingen op.
lOopsAmpersandInName	Het karakter ampersand "&" in Windows menu's wordt gebruikt om sneltoetsen te definiëren. Om een ampersand "&" weer te geven in een menunaam dient u gebruik te maken van een dubbele ampersand "&&".`n`nVoor meer informatie, raadpleeg de FAQ op onze Engelstalige website en zoek naar: "Ampersand".
lOopsCannotCopyFavorite	Favorieten van het type: "~1~" kunnen niet worden gekopieërd.
lOopsChangeFolderInDialogAlert	Wilde u gebruik maken van mapnavigatie in deze dialoogbox? Om in een dialoogbox te kunnen navigeren, dient u een optie in te schakelen (eerste checkbox onder tab "Algemeen")`n`nWilt u het instellingen-menu openen?
lOopsCouldNotOpenSpecialFolder	~1~ kan de speciale map "~2~" niet openen.
lOopsEmpty	leeg
lOopsErrorIniFileModified	Dit "Openbare Menu" is aangepast sinds QAP geladen is. Om dit menu aan te kunnen passen dient QAP opnieuw geïnitialiseerd te worden.`n`nNu opnieuw initialiseren (Onopgeslagen wijzigingen zullen verloren gaan)?
lOopsErrorIniFileReadOnly	Dit "Openbare Menu"-instellingenbestand is ALLEEN-LEZEN.
lOopsErrorIniFileRetry	Als het instellingenbestand opgeslagen is op een netwerkstation, probeer ~1~ te herladen wanneer het netwerkstation beschikbaar is.
lOopsErrorIniFileUnavailable	Dit "Openbare Menu"-instellingenbestand is niet beschikbaar
lOopsErrorReadingIniFile	Er is een fout opgetreden tijdens het lezen van dit instellingenbestand:
lOopsExternalCatalogueReadOnly	Het "Openbare Menus" Catalogus-bestand is ingesteld op ALLEEN-LEZEN. Neem contact op met uw systeembeheerder.
lOopsExternalFileWriteError	Er is een fout opgetreden tijdens het schrijven naar het "Openbare Menu" instellingenbestand:`n~1~.`n`nControleer of dit bestand, of de map is ingesteld op ALLEEN-LEZEN.
lOopsExternalFileWriteErrorCollaborative	U heeft niet de rechten om dit "Openbare Menu" aan te passen. Als u rechten zou moeten hebben, neem dan contact op met uw systeembeheerder.
lOopsExternalNotAllowedUnderExternal	"Openbare Menu's" kunnen niet worden opgeslagen in andere "Openbare Menu's". Selecteer een hoofdmap onder de tab: "Menu Opties".
lOopsExternalReadOnlyAlert	"Openbare menu's" van het type: "gecentraliseerd" kunnen alleen aangepast worden door gebruiker(s) welke vermeld staat in het "~1~"-veld (of door het wijzigen van het ini-bestand op het gedeelde station).`n`nUw gebruikersnaam is:  "~2~".`nUw Computer is: "~3~".
lOopsExternalReadOnlyAlertUsernameAdded	Uw gebruikersnaam is automatisch toegevoegd aan de "gebruikers met schrijfrechten-lijst".
lOopsExternalSelectType	Selecteer het type voor het Openbare menu in de tab: "Openbaar menu".
lOopsFtpLocationProtocol	Het FTP-Adres dient te starten met "ftp://".
lOopsGroup	Groep
lOopsHotkeyAlreadyUsed	De sneltoets "~1~" is al in gebruik voor ~2~.`n`nSelecteer een andere sneltoets voor ~3~.
lOopsHotkeyNotInMenus	Er is een fout opgetreden bij het openen van de locatie "~1~" met sneltoets "~1~", de sneltoets is niet gevonden in de menu's.
lOopsHttpLocationTransformed	De http locatie (URL formaat) is aangepast in een netwerkpad (UNC formaat) voor compatibiliteit met Windows: `n`n~1~`n~2~
lOopsInvalidWinCmdIni	Total Commander bestand "wincmd.ini" niet gevonden.`n`nSelecteer het bestand in "Opties" onder de tab "Bestandsbeheerders".
lOopsInvalidWindowPosition	De vensterpositiewaarde(s) zijn ongeldig.
lOopsLaunchWithNotFound	Bestand "Starten met deze applicatie" niet gevonden:`n`n~1~`n`nControleer de "Geavanceerde Opties" in de desbetreffende favoriet.
lOopsLocation	locatie
lOopsMaxLiveFolder	Het maximale aantal live mappen (~1~) is bereikt. Reduceer het aantal live mappen, of verhoog het maximaal toegestane aantal live mappen maar pas hiermee op, een te hoog aantal live mappen kan tot onvoorspelbare resultaten leiden! Wijzig de waarde "NbLiveFolderItemsMax" onder sectie [Global] in het QuickAccessPop.ini bestand.
lOopsMenuExternalCentralized	gecentraliseerd openbaar menu
lOopsMenuExternalCollaborative	openbaar team menu
lOopsMenuExternalPersonalChangedBy	Dit persoonlijke Openbare menu wordt GEWIJZIGD of heeft onopgeslagen wijzigingen op computer: ~1~.`n`nAls u uw wijzigingen opslaat zullen de onopgeslagen wijzigingen van de andere computer verloren gaan, daarnaast zult u de wijzigingen op die computer moeten annuleren.
lOopsMenuExternalReservedBy	Deze sessie van ~1~ is GERESERVEERD door gebruiker: ~2~.`n`nWacht alstublieft totdat deze gebruiker het Openbare menu afsluit of neem contact op met de systeembeheerder.
lOopsOSVerrsionError	~1~ kan worden uitgevoerd op Windows 7 of een recentere versie van Windows. Windows Vista en XP gebruikers zijn uitgenodigd om "Folders Popup" te downloaden, dit programma is geschikt voor oudere versies van Windows.`n`nWilt u de website bezoeken van Folders Popup?
lOopsQAPfeature	QAP functies
lOopsTitle	~1~ (~2~)
lOopsUnknownTargetAppName	Er is een fout opgetreden tijdens het openen van deze favoriet, probeer het alstublieft opnieuw...
lOopsWriteProtectedError	Het lijkt erop dat ~1~ uitgevoerd wordt in een SCHRIJF-BEVEILIGDE map waar het bestand "~1~.ini" niet aangemaakt kan worden.`n`nVerplaats het ~1~ .EXE bestand naar een locatie met SCHRIJF-RECHTEN van uw keuze en start ~1~ opnieuw.`n`n~1~ wordt nu afgesloten.
lOopsWrongThirdPartyPath	Foutieve pad of bestandsnaam ingevoerd voor ~1~:`n~2~.`n`nControleer het .exe bestand welke geselecteerd is voor ~1~ in "Instellingen"-tab: "~3~".
lOopsWrongThirdPartyPathQAPconnect	Foutieve pad of bestandsnaam ingevoerd voor de QAP-connect applicatie`n~1~:`n~2~. Controleer de gegevens voor [~1~] in ~3~, gebruik de "~4~"-muistoets in "Opties"-tab "~5~".
lOopsZipFileError	Het lijkt erop dat ~1~ direct uit een .ZIP bestand uitgevoerd wordt.`n`nU dient het ~1~.exe bestand uit te pakken naar de map van uw keuze en het hiervandaan uit te voeren.`n`n~1~zal nu afsluiten.
lOptionsAddAutoAtTop	Automatisch nieuwe favorieten boven in het menu toevoegen
lOptionsAddCloseToDynamicMenus	Voeg "Menu sluiten" toe aan de menu's
lOptionsAlternativeMenuFeatures	Alternatieve sneltoetsen
lOptionsAlternativeMenuFeaturesIntro	Configureer hier de muis en snel-toetsen welke het QAP-alternatieve menu zal oproepen.
lOptionsCatalogueHelp	Openbaar Menu (<a href="~1~">~2~</a>)
lOptionsCataloguePath	Bronmap van de Catalogus
lOptionsChangeFolderInDialog	Schakel QAP-mapnavigatie voor dialoogboxen in
lOptionsChangeFolderInDialogCheckbox	Klik op "OK" als u begrijpt dat er mogelijke risico's verbonden zijn bij het niet juist gebruiken van de "mapnavigatie"-functie in vensters die niet bedoelt zijn voor bestandsselectie.
lOptionsChangeFolderInDialogText	Zet deze optie AAN om mapnavigatie in dialoogboxen zoals Openen, Opslaan, Opslaan als, etc. mogelijk te maken, maar lees eerst de volgende waarschuwing aandachtig door:`n`nU dient deze functie ALLEEN TE GEBRUIKEN in "bestands-dialoogboxen"!`nAls u deze functie gebruikt in andere dialoogboxen, als voorbeeld een "Opties-dialoogbox" dan kunnen instellingen gewijzigd en opgeslagen worden zonder bevestiging hiervan.
lOptionsChangeHotkey	Wijzig
lOptionsCheck4Update	&Controleer op updates
lOptionsCheck4UpdateNow	nu controleren
lOptionsControlDoublePressed	Open het QAP-menu bij het 2 maal indrukken van de geselecteerde Ctrl-toets
lOptionsDisplayIcons	Pictogrammen weergeven in het &menu
lOptionsDisplayMenuShortcuts	&Numerieke snelkoppelingen in het menu weergeven
lOptionsEnableExternalMenusCatalogue	Functie "Openbaar Menu" activeren
lOptionsExclusionDetail1	Om de QAP-muistoets [~1~] uit te schakelen in een applicatie, kunt u de titel van het venster invoeren van de desbetreffende applicatie.`nMeerdere uitsluitsels zijn mogelijk (1 per regel).`nOm bijvoorbeeld Chrome en Word uit te sluiten kunt u het volgende invoeren:`n`nGoogle Chrome`nMicrosoft Word
lOptionsExclusionDetail2	De QAP-muistoets zal uitgeschakeld zijn in de uitgesloten applicaties en de ~1~-toets zal direct beschikbaar zijn in het venster zonder tussenkomst van QAP.`nOok bestaat de mogelijkheid om uitsluitsels te maken op basis van de klasse van het venster. Gebruik de titel of klasse met een * (asterisk) om applicatievensters uit te sluiten. Meer hulp kan gevonden worden op <a href="~2~">onze website</a>.
lOptionsExclusionList	Uitsluitsels
lOptionsExclusionTitle	Uitsluitlijst voor muistoets: [~1~].
lOptionsExplorerContextMenus	Voeg QAP toe aan Windows Verkenner Context Menu
lOptionsFtpEncoding	Versleutel FTP gebruikernaam en wachtwoord (aangeraden)
lOptionsFtpEncodingTC	Versleutel FTP gebruikernaam en wachtwoord (niet aangeraden voor Total Commander)
lOptionsGuiTitle	Instellingen - ~1~ ~2~
lOptionsHotkeyRemindersFull	Volledige namen &weergeven
lOptionsHotkeyRemindersNo	N&iet weergeven
lOptionsHotkeyRemindersPrompt	Sneltoetsaanduidingen in het menu:
lOptionsHotkeyRemindersShort	A&fgekorte namen weergeven
lOptionsIconSize	Pictogramgrootte
lOptionsIconsManageRows	Beheer de pictogramvenster-regels`n(0 voor maximaal beschikbare ruimte)
lOptionsLanguage	&Taal
lOptionsLanguageLabels	Engels|Frans|Duits|Sweeds|Spaans|Braziliaans Portugees|Italiaans|Traditioneel Chinees|Portugees|Manderijns|Nederlands
lOptionsMenuActiveWindow	&Linksboven van het actieve venster
lOptionsMenuFixPosition	Op een v&aste plaats
lOptionsMenuNearMouse	In de buurt van de muispi&jl
lOptionsMenuOptions	Menu
lOptionsMenuPositionPrompt	Popup het menu:
lOptionsMouseAndKeyboard	Sneltoetsen
lOptionsOpenMenuOnTaskbar	&Open het menu op de taakbalk
lOptionsOtherOptions	Algemeen
lOptionsPopupFixPositionX	Positie X:
lOptionsPopupFixPositionY	Y:
lOptionsPopupHotkeyTitles	Quick Access Popup Muistoets|Quick Access Popup Sneltoets|QAP Alternatieve Menu Muistoets|QAP Alternatieve Menu Sneltoets
lOptionsPopupHotkeyTitlesSub	Deze muistoets zal het QAP-menu oproepen (behalve bij <a>uitgesloten applicaties</a>) en kan een favoriet uitvoeren of een map openen.|Deze sneltoets zal het QAP-menu oproepen (zonder excepties) en kan een favoriet uitvoeren of een map openen.|Deze muistoets zal het QAP-alternatieve menu oproepen met verscheidene opties (dit menu kan overal opgeroepen worden).|Deze sneltoets zal het QAP-alternatieve menu oproepen met verscheidene opties (dit menu kan overal opgeroepen worden).
lOptionsRecentFolders	mappen in h&et menu
lOptionsRecentFoldersPrompt	Recent gebruikte mappen:
lOptionsRememberSettingsPosition	Onthoud venster&positie
lOptionsRunAtStartup	Uitvoeren bij op&starten
lOptionsSelectCatalogueRoot	Selecteer een openbare map voor de Openbare Menu's
lOptionsSnippetsHelp	Fragment standaard (<a href="~1~">~2~</a>)
lOptionsTabFileManagersIntro	Selecteer de bestandsbeheerder waarin mappen worden geopend in een nieuw venster.
lOptionsTabMenuOptionsIntro	Configureer uw popupmenu zoals u dit wenst!
lOptionsTabMouseAndKeyboardIntro	Configureer hier de muis en snel-toetsen welke het ~1~ hoofdmenu zal openen.
lOptionsTabOtherOptionsIntro	Laat ~1~ werken zoals u dit wenst!
lOptionsTheme	&Thema
lOptionsThirdParty	Bestandsbeheerders
lOptionsThirdPartyDetail	Selecteer het ~1~ programmabestand (.exe) om integratie met ~1~ in te schakelen.
lOptionsThirdPartyDetailQAPconnect	Selecteer uw bestandsbeheerder (of wijzig ~1~ om deze toe te voegen - zie help voor meer informatie).
lOptionsThirdPartyFileNotFound	~1~ applicatiebestand "~2~" niet gevonden.
lOptionsThirdPartySelectedHelp	Geselecteerde bestandsbeheerder is: ~1~ (<a href="~2~">~3~</a>)
lOptionsThirdPartySelectFile	Selecteer de ~1~ applicatiebestand door middel van de de toets: "Bladeren..."
lOptionsThirdPartyUseTabs	Gebruik tabs in plaats van het openen van een nieuw venster
lOptionsTrayTip	"Tips tijdens opstarten" in Systeembalk weergeven
lOptionsUseClassicButtons	Gebruik de klassieke QAP-muistoetsen
lPickIconNoLocation	Selecteer eerst een favoriet alvorens een pictogram te kiezen.
lReloadPrompt	~1~ gewijzigd in ~2~. Wilt u ~3~ herladen naar ~2~? Niet opgeslagen wijzigingen gaan verloren.
lTCMenuName	TC Directory hotlist
lTCWinCmdLocation	WinCmd.ini locatie
lTooltipSnippetKeyWait	Druk op {~1~} om door te gaan...
lTooltipSnippetWaitEnter	Enter
lTooltipSnippetWaitMacro	Druk op "~1~" of "~2~" om de makro te starten (wacht ~3~ seconde(n))
lTooltipSnippetWaitSpace	Spatiebalk
lTooltipSnippetWaitText	Selecteer de locatie om te plakken en druk op "~1~" of "~2~" om het fragment te in te voegen (wacht ~3~ seconde(n))
lTrayTipInstalledDetail	~1~ om favorieten te starten
lTrayTipInstalledTitle	~1~ gereed!
lTrayTipWorkingDetail	Menu's aan het opbouwen
lTrayTipWorkingDetailFinished	Het menu is bijgewerkt.
lTrayTipWorkingTitle	~1~ is bezig...
lUpdateButtonChangeLog	Zie wijzigingsbestand
lUpdateButtonDownloadPortable	Download portable zipbestand
lUpdateButtonDownloadSetup	Download installatiebestand
lUpdateButtonRemind	Herinner mij
lUpdateButtonSkipVersion	Sla deze versie over
lUpdateButtonVisit	Website bezoeken
lUpdateError	Er is een fout opgetreden tijdens het controleren van nieuwe versies. De update is onderbroken...
lUpdatePrompt	Update ~1~ van v~2~ naar v~3~?
lUpdatePromptAlpha	Er is een nieuwe ~1~ ALPHA versie.`n`nUpdate ~1~ van v~2~ naar v~3~?
lUpdatePromptAlphaContinue	Wilt u op de hoogte gehouden worden bij toekomstige alpha versies?
lUpdatePromptBeta	Er is een nieuwe ~1~ BETA versie.`n`nUpdate ~1~ van v~2~ naar v~3~?
lUpdatePromptBetaContinue	Wilt u op de hoogte gehouden worden bij toekomstige beta versies?
lUpdateTitle	Update ~1~?
lUpdateYouHaveLatest	U heeft de laatste versie: ~1~.`n`nWilt u de website van ~2~ bezoeken?
lWindowIsTreeviewText	Sorry... Door een Windows beperking kunnen Boomstructuur-vensters niet ondersteund worden.
lWindowIsTreeviewTitle	Boomstructuur-vensters worden niet ondersteund
