lAboutText1	~1~ ~2~ (~3~ bits)
lHelpTabTipsAndTricks	Trucs et astuces
lHelpText11	Au lancement de Quick Access Popup, une icône attend vos ordres dans la zone de Notifications. Lorsque vous voudrez ouvrir une de vos DOSSIERS, DOCUMENTS, APPLICATIONS, SITES WEB, SITES FTP ou FRAGMENTS favoris, appuyez sur les raccourcis QAP [~1~] ou [~2~] pour qu'un menu popup affiche vos favoris.
lHelpText12	Lorsque vous sélectionnez un DOSSIER favori dans l'Explorateur de fichiers ou une boîte de dialogue*, Quick Access Popup vous y mène instantanément! * Cette fonctionnalité doit être activée dans les  Options.
lHelpText13	Pour forcer l'ouverture du favori dans une nouvelle fenêtre, appuyez sur les raccourcis du menu Alternatif [~1~] ou [~2~]. Dans le menu Alternatif, selectionnez "Ouvrir dans une nouvelle fenêtre", puis choisissez le dossier désiré. Le menu Alternatif offre plusieurs autres fonctionnalités.
lHelpText14	Choisissez "Réglages" pour personnaliser votre menu Quick Access Popup. Vous pouvez ajouter des favoris à votre menu. Vous pouvez les déplacer, renommer, supprimer. Vous pouvez aussi ajouter des SOUS-MENUS, des GROUPES ou des SOUS-MENUS PARTAGÉS. Chosissez "Menu ou groupe à modifier:" dans la liste déroulante. Cliquez sur "Enregistrer" pour conserver vos changements.
lHelpText21	Pour ajouter des favoris, dans la fenêtre "Réglages", cliquez sur le bouton "Ajouter". Sélectionnez le type du nouveau favori et consultez les conseils dans la partie droite de la fenêtre. Cliquez "Poursuivre" pour ouvrir la boîte de dialogue "Ajouter un favori".
lHelpText22	Dans les quatre onglets de la boîte de dialogue "Ajouter un favori", entrez les "Réglages de base", "Options du menu", "Options de fenêtres" et "Réglages avancés". Cliquez sur "Ajouterpour insérer le favori dans votre menu et sur "Enregistrer" dans la fenêtre "Réglages".
lHelpText23	AJOUTER CE DOSSIER`n`nPour AJOUTER rapidement un nouveau DOSSIER favori au menu:`n1) Ouvrez un dossier souvent consulté.`n2) Appuyez sur [~1~] ou [~2~] et cliquez sur "Ajouter ce dossier".`n3) Donnez au menu un nom court, cliquez sur "Ajouter", puis sur "Enregistrer" dans la fenêtre "Réglages".
lHelpText31	Dans le menu "Mes Fonctions QAP":
lHelpText32	- Cliquez "Basculer" pour basculer vers n'importe quelle fenêtre de l'Explorateur ou d'application.`n- Utilisez le menu "Réutiliser un dossier" pour rouvrir un des dossiers déjà ouvert dans l'Explorateur de fichiers (très utilie dans une boîte de dialogue de fichier).`n- Choisissez le menu "Dossiers récents..." pour afficher une liste des dossiers récents de Windows.`n- Ouvrez un emplacement de fichier ou un site web dont l'adresse est dans votre Presse-Papiers avec le menu "Presse-papiers".`n- Cliquez sur le menu "Disques" pour voir la liste des lecteurs et leur capacité actuelle.
lHelpText33	PERSONNALISEZ VOTRE MENU DES FONCTIONS QAP
lHelpText34	Vous pouvez déplacer les rubriques du menu "Mes fonctions QAP" vers le menu principal ou d'autres sous-menus. `n`n1) Sélectionnez le menu "Réglages" (ou appuyez sur [~1~]).`n2) Dans la liste déroulante "Menu ou groupe à modifier:", sélectionnez "Principal > Mes Fonctions QAP".`n3) Sélectionnez la fonction QAP à déplacer et cliquez "Modifier".`n4) Dans l'onglet "Options de menu", sélectionnez "Insérer le nouveau favori dans ce menu".`n5) Enregistrez vos changements.
lHelpText41	- Utilisez l'icône de Quick Access Popup dans la zone de Notification (en bas à droite de l'écran de Windows) de l'une des trois façons suivantes:`n1) Cliquez l'icône avec le bouton de gauche pour afficher le menu popup de QAP.`n2) Cliquez avec le bouton de droite pour ouvrir le menu système de QAP.`n3) Double-cliquez l'icône pour afficher la fenêtre "Réglages".
lHelpText42	- Dans la zone de Notifications, cliquez sur l'icône de Quick Access Popup avec le bouton de droite et sélectionnez "Exécuter au démarrage" pour lancer QAP au démarrage de Windows.
lHelpText43	- Configurez les déclencheurs du menu popup de Quick Access Popup: choisissez votre bouton de souris préféré ou votre raccourci clavier dans les "Réglages, Options, Déclencheurs".
lHelpText44	- Aussi dans les "Options": choisissez votre langue d'utilisation, la taille des icônes de menu, les couleurs des fenêtres. Décidez du nombre des "Emplacements récents" à afficher, de l'affiche des raccourcis clavier numériques ou des rappels des raccourcis de favoris. Fixez le menu popup à une position de votre choix ou mémorisez la position de la fenêtre des "Réglages".
lHelpText45	- Utilisateurs de Directory Opus, consultez <a href="http://www.quickaccesspopup.com/how-to-i-enable-directory-opus-support-in-quick-access-popup/">cette page</a> (en anglais) pour des renseignements additionnels.`n-Utilisateurs de Total Commander, consultez <a href="">cette page</a> (en anglais) pour plus de renseignements. Utilisateurs d'autres gestionnaires de fichiers, consultez <a href="http://www.quickaccesspopup.com/what-file-managers-are-supported-in-addition-to-windows-explorer/">cette page</a> pour des renseignements sur QAPconnect.
lHelpTextLead	Avec Quick Access Popup, navigez en un clin d'oeil parmi vos dossiers, pages web et documents favoris!
lHelpTitle	Aide - ~1~ ~2~
lImpExpAborted	annulé
lImpExpAppend	Ajouter
lImpExpCompleted	complété
lImpExpDestination	Destination
lImpExpExport	Exporter
lImpExpExportAmpersand	&Exporter
lImpExpFavorites	favoris
lImpExpFavoritesNotFound	Favoris introuvables dans le fichier:`n`n~1~
lImpExpFile	Fichier ~1~
lImpExpFileGlobal	Configuration globale et raccourcis du menu principal
lImpExpFileThemes	Thèmes
lImpExpFinalReport	Transfert ~1~.`n`nSource:`n~2~`n`nDestination:`n~3~
lImpExpHotkeys	raccourcis
lImpExpImport	Importer
lImpExpImportAmpersand	&Importer
lImpExpMenu	Importer/exporter la configuration
lImpExpMerge	Fusionner avec
lImpExpNoThemes	Aucune liste de thèmes dans la valeur "~1~" de la section "~2~".`n`nFichier source:`n~3~
lImpExpOptionAlternative	Raccourcis du menu Alternatif
lImpExpOptionFavorites	Favoris (excluant leurs raccourcis)
lImpExpOptionHotkeys	Raccourcis des favoris
lImpExpOrIdentical	(ou contenu identique)
lImpExpReplaceAll	Remplacer tout
lImpExpReplaceFavorites	Il existe des favoris dans le fichier de destination. Que désirez-vous faire?`n`n~1~
lImpExpReplaceSection	Remplacer (ÉCRASER) la section ~2~ dans le fichier existant?`n`n~1~`n`n[~2~]`n~3~
lImpExpRestartApp	Voulez-vous relancer ~1~ et charger la nouvelle configuration maintenant?
lImpExpSectionNotFound	Contenu introuvable dans le fichier:`n`n~1~`n`nSection: [~2~]`nDescription: ~3~
lImpExpSource	Source
lImpExpTitle	Importer / exporter la configuration - ~1~
lImpExpUnsavedSettings	Une fenêtre de configuration est ouverte, peut-être avec des changements non sauvegardés.`n`nVeuillez fermer les fenêtres de configuration avant d'importer ou d'exporter la configuration.
lMainMenuName	Principal
lMenuAboutAmpersand	À &propos
lMenuAddFavorite	Ajouter un favori
lMenuAddThisFolder	Ajouter ce dossier au menu
lMenuAddThisFolderXpress	Ajouter ce dossier Express
lMenuAlternativeEditFavorite	Modifier un favori
lMenuAlternativeNewWindow	Ouvrir dans une nouvelle fenêtre
lMenuAlternativeOpenContainingCurrent	Ouvrir le dossier parent dans la fenêtre actuelle
lMenuAlternativeOpenContainingNew	Ouvrir le dossier parent dans une nouvelle fenêtre
lMenuAlternativeRunAs	Exécuter en tant qu'administrateur
lMenuAppData	Application Data
lMenuCache	Cache
lMenuClipboard	Presse-papiers
lMenuCloseThisMenu	Fermer ce menu
lMenuColumnBreak	colonne
lMenuCommonAppData	Application Data (commun)
lMenuCommonDesktop	Bureau (commun)
lMenuCommonStartMenu	Menu Démarrer (commun)
lMenuCommonStartupMenu	Démarrage (commun)
lMenuComputerRestart	Redémarrer l'ordinateur
lMenuComputerShutdown	Éteindre l'ordinateur
lMenuCookies	Cookies
lMenuCopyLocation	Copier l'emplacement d'un favori
lMenuCurrentFolders	Réutiliser un dossier
lMenuDesktop	Bureau
lMenuDownloads	Téléchargements
lMenuDrives	Disques
lMenuDrivesSpace	(~1~ GB libres / ~2~ GB)
lMenuEditIniFile	Modifier ~1~
lMenuExitApp	Quitter ~1~
lMenuExternalCatalogue	Ajouter un menu partagé du catalogue...
lMenuFavoritesInternet	Favoris (Internet)
lMenuFonts	Polices
lMenuGetWinInfo	Lire le titre et la classe d'une fenêtre
lMenuHelp	Aide
lMenuHistory	Historique
lMenuMenu	Menu
lMenuMyMusic	Ma musique
lMenuMyQAPMenu	Mes Fonctions QAP
lMenuMySpecialMenu	Mes Dossiers spéciaux
lMenuMyVideo	Mes vidéos
lMenuNoClipboard	Le Presse-papiers ne contient aucun emplacement de fichier ou d'URL
lMenuNoCurrentFolder	Aucun dossier ouvert actuellement…
lMenuPictures	Images
lMenuProgramFiles	Programmes
lMenuProgramsFolderStartMenu	Dossier Programmes (menu Démarrer)
lMenuPublicLibraries	Bibliothèques (public)
lMenuQuickLaunch	Lancement rapide
lMenuRecentFolders	Emplacements récents
lMenuRecentItems	Documents récents
lMenuRefreshMenu	Actualiser les Dossiers actifs
lMenuReload	Redémarrer ~1~
lMenuRunAtStartupAmpersand	&Exécuter au démarrage
lMenuSettings	Paramètres
lMenuStartMenu	Menu Démarrer
lMenuStartup	Démarrage
lMenuSuspendHotkeys	Suspendre les déclencheurs (Hotkeys)
lMenuSwitchFolderOrApp	Basculer
lMenuSwitchSettings	Changer de fichier de configuration
lMenuSystemCertificates	Certificats système
lMenuTemplates	Modèles
lMenuTemporaryFiles	Fichiers temporaires
lMenuUpdateAmpersand	&Vérifier la mise à jour
lMenuUserFolder	Dossier de l'utilisateur
lMenuUserPinned	Epinglé par l'utilisateur
lNavigateFileError	Une erreur s'est produite lors de l'ouverture du dossier:`n~1~.
lNavigateSpecialError	Une erreur s'est produite lors de l'ouverture du dossier spécial #~1~.
lOopsAddThisFolderTip	Pour de meilleurs résultats avec la commande "Ajouter ce dossier au menu":`n`n1) Activez la fenêtre ~1~ contenant le dossier à ajouter au menu.`n2) Ouvrez le menu popup avec ~2~.`n3) Choisissez "Ajouter ce dossier au menu" et enregistrez votre nouveau favori.
lOopsAmpersandInName	L'esperluette "&" dans les noms de menus de Windows est utilisée pour définir des raccourcis clavier. Pour afficher une esperluette dans un nom de menu, entrez "&&". `n`nPour plus d'informations, recherchez "ampersand" dans la FAQ du site Web de QAP.
lOopsCannotCopyFavorite	Les favoris de type "~1~" ne peuvent pas être copiés.
lOopsChangeFolderInDialogAlert	Vouliez-vous changer de dossier dans cette boîte de dialogue? Afin de pouvoir naviguer à l'intérieur d'une boîte de dialogue, vous devez activer une option (première case à cocher de l'onglet "Général").`n`nVoulez-vous ouvrir la fenêtre "Options"?
lOopsCouldNotOpenSpecialFolder	~1~ ne peut ouvrir le dossier spécial: "~2~".
lOopsEmpty	vide
lOopsErrorIniFileModified	Ce menu partagé a été modifié depuis que vous avec lancé QAP. Pour éditer ce menu, veuillez redémarrer QAP.`n`nRedémarrer maintenant? Vos modifications non sauvegardées seront perdues.
lOopsErrorIniFileReadOnly	Ce menu partagé est en lecture seulement.
lOopsErrorIniFileRetry	Si le fichier de configuration externe est sur un lecteur réseau, essayez de redémarrer ~1~ lorsque le lecteur réseau sera disponible.
lOopsErrorIniFileUnavailable	Le fichier de configuration partagé n'est pas disponible
lOopsErrorReadingIniFile	Une erreur s'est produite pendant la lecture du fichier de configuration:
lOopsExternalCatalogueReadOnly	Ce menu partagé est en lecture seulement. Veuillez communiquer avec votre administrateur de système.
lOopsExternalFileWriteError	Une erreur est survenue pendant l'enregistrement des paramètres du menu partagé:`n~1~.`n`nVérifiez que ce fichier et ce dossier ne sont pas protégés contre l'écriture.
lOopsExternalFileWriteErrorCollaborative	Vous ne pouvez pas modifier le contenu de ce menu partagé. Si vous croyez que vous devriez y avoir accès, veuillez communiquer avec votre administrateur de système.
lOopsExternalNotAllowedUnderExternal	On ne peut ajouter un menu partagé à l'intérieur d'un autre menu partagé. Veuillez sélectionner autre menu parent dans l'onglet "Options du menu".
lOopsExternalReadOnlyAlert	Les menus partagés de type "Centralisé" ne peuvent être modifiés can only be edited par les utilisateur(s) identifiés dans la zone "~1~" (ou en ouvrant le fichier ini sur le disque partagé avec un éditeur de texte).`n`nVotre nom d'utilisateur est: "~2~".`nVotre ordinateur est: "~3~".
lOopsExternalReadOnlyAlertUsernameAdded	Votre nom d'utilisateur a été ajouté automatiquement dans la liste "Utilisateurs avec les droits d'écriture pour ce menu".
lOopsExternalSelectType	Veuillez sélectionner le type de menu partagé dans l'onglet "Menu partagé".
lOopsFtpLocationProtocol	L'emplacement d'un site FTP doit débuter par "ftp://".
lOopsGroup	groupe
lOopsHotkeyAlreadyUsed	Le raccourci "~1~" est déjà utilisé pour l'emplacement ~2~.`n`nVeuillez choisis un autre raccourci pour ~3~.
lOopsHotkeyNotInMenus	Erreur: l'emplacement "~1~" pour le raccourci "~1~" est introuvable dans les menus.
lOopsHttpLocationTransformed	L'emplacement HTTP (format URL) a été converti en chemin réseau (format UNC) afin d'être compatible avec Windows:`n`n~1~`n~2~
lOopsInvalidWinCmdIni	Le fichier des paramêtres "wincmd.ini" de Total Commander est introuvable.`n`nSélectionnez "Options" et l'onglet "Gestionnaires de fichiers".
lOopsInvalidWindowPosition	Valeur(s) de position de la fenêtre invalide
lOopsLaunchWithNotFound	Le fichier de l'application "Lancer avec cette application" est introuvable:`n`n~1~`n`nVérifiez les réglages avancés ce ce favori.
lOopsLocation	emplacement
lOopsMaxLiveFolder	Le maximum d'items permis dans un Dossier actif (~1~) est dépassé. Veuillez réduire le nombre de niveaux de ce Dossier actif.`n`nVous pourriez augmenter le nombre d'items permis mais soyez prudents: un nombre trop élevé pourrait produire des résultats inatendus. Modifiez la valeur "NbLiveFolderItemsMax" sous la rubrique [Global] du fichier de paramètres (QuickAccessPop.ini).
lOopsMenuExternalCentralized	menu partagé centralisé
lOopsMenuExternalCollaborative	menu partagé collaboratif
lOopsMenuExternalReservedBy	Ce ~1~ est RÉSERVÉ par l'utilisateur: ~2~.`n`nAttendez que cet utilisateur libère le menu ou contactez votre administrateur de système.
lOopsOSVerrsionError	~1~ nécessite Window 7 ou une version plus récente du système d'exploitation. Les utilisateurs de Windows Vista et XP sont invités à utiliser Folders Popup qui est compatible avec ces versions.`n`nVoulez-vous visiter le site web de Folders Popup?
lOopsQAPfeature	Fonctions de QAP
lOopsTitle	~1~ (~2~)
lOopsUnknownTargetAppName	Une erreur s'est produite pendant l'ouverture de ce favori. Veuillez essayer à nouveau...
lOopsWriteProtectedError	Il semble que ~1~ a été lancé depuis un dossier en ÉCRITURE SEULEMENT où il est impossible de créer le fichier de configuration "~1~.ini".`n`nDéplacez le fichier .EXE de ~1~ dans un dossier RÉGULIER de votre choix, puis exécutez l'application à nouveau depuis ce dossier.`n`n~1~ va être fermé.
lOopsWrongThirdPartyPath	Chemin ou nom de fichier incorrect pour ~1~:`n~2~.`n`nVérifiez le fichier .exe sélectionné pour ~1~ dans les "Options", onglet "~3~".
lOopsWrongThirdPartyPathQAPconnect	Fichier de l'application invalide dans QAPconnect`n~1~:`n~2~.`n`nVérifiez les valeurs pour [~1~] dans ~3~. Utilisez le bouton "~4~" dans "Options", onglet "~5~".
lOopsZipFileError	Il semble que ~1~ a été lancé directement depuis un fichier compressé (ZIP).`n`nVous devez extraire le fichier .EXE de ~1~ du fichier ZIP dans un dossier de votre choix, puis exécuter l'application à nouveau depuis ce dossier.`n`n~1~ va être fermé.
lOptionsAddAutoAtTop	Ajouter automatiquement au début du menu
lOptionsAddCloseToDynamicMenus	Ajouter "Fermer" aux menus
lOptionsAlternativeMenuFeatures	Menu Alternatif
lOptionsAlternativeMenuFeaturesIntro	Choisisez les raccourcis des fonctionnalités du menu Alternatif.
lOptionsCatalogueHelp	Catalogue des menus partagés (<a href="~1~">~2~</a>)
lOptionsCataloguePath	Dossier racine du catalogue
lOptionsChangeFolderInDialog	Changer de dossier dans les boîtes de dialogue avec le bouton de souris ou le raccourcis clavier du menu principal de QAP
lOptionsChangeFolderInDialogCheckbox	Cliquez "OK" pour confirmer que vous comprenez les conséquences d'essayer de changer de dossier dans une boîte de dialogue inappropriée.
lOptionsChangeFolderInDialogText	Activez cette option pour permettre le changement de dossier dans les boîtes de dialogue (Ouvrir, Enregistrer sous, etc.) mais veuillez lire cet avertissement.`n`nVous devez utiliser cette fonction SEULEMENT dans les boîtes de dialogue de sélection de fichier. Si vous l'utilisez dans d'autres types de boîtes de dialogue, par exemple dans une fenêtre "Options", essayer de changer de dossier pourrait modifier et enregistrer des valeurs sans préavis.
lOptionsChangeHotkey	Modifier
lOptionsCheck4Update	Vérifier la mise à jour
lOptionsControlDoublePressed	Ouvrir le menu principal avec Ctrl + Ctrl (Contrôle Gauche ou Contrôle Droite pressé à deux reprises)
lOptionsDisplayIcons	Afficher les icônes des menus
lOptionsDisplayMenuShortcuts	Afficher les raccourcis numériques
lOptionsEnableExternalMenusCatalogue	Activer le Catalogue des menus partagés
lOptionsExclusionDetail1	Pour bloquer le bouton de souris [~1~] du menu QAP dans une application, tapez n'importe quelle partie du titre de la fenêtre de l'application . Vous pouvez entrer plusieurs exclusions, une par ligne. Par exemple, pour exclure Chrome et Word, entrez ces deux lignes dans la liste d'exclusion:`n`nGoogle Chrome`nMicrosoft Word
lOptionsExclusionDetail2	Le bouton de souris du menu QAP sera inactif dans ces applications et le clic sur [~1~] sera traité par l'application visée comme si QAP ne roulait pas. Vous pouvez aussi exclure des fenêtres par leur nom de classe. Ajoutez un astérisque (*) au début du titre ou de la classe pour aussi exclure les boîtes de dialogue de l'application. Vous trouvez de l'aide et du soutien sur cette fonction <a href="~2~">sur le site web de QAP</a>.
lOptionsExclusionList	Exclusions
lOptionsExclusionTitle	Liste d'exclusions pour le bouton de souris [~1~]
lOptionsExplorerContextMenus	Activer les menus contextuels d'Explorer
lOptionsFtpEncoding	Encoder le code d'utilisateur et le mot de passe FTP (recommandé)
lOptionsFtpEncodingTC	Encoder le code d'utilisateur et le mot de passe FTP (déconseillé aux utilisateurs de Total Commander)
lOptionsGuiTitle	Options - ~1~ ~2~
lOptionsHotkeyRemindersFull	Montrer les noms complets
lOptionsHotkeyRemindersNo	Ne pas afficher
lOptionsHotkeyRemindersPrompt	Rappel des raccourcis dans les menus:
lOptionsHotkeyRemindersShort	Afficher les noms abrégés
lOptionsIconSize	Taille des icônes de menu
lOptionsIconsManageRows	Nombre de rangées de la fenêtre Gérer les icônes`n(0 pour le maximum disponible)
lOptionsLanguage	Langue
lOptionsLanguageLabels	Anglais|Français|Allemand|Suédois|Espagnol|Portugais brésilien|Italien|Chinois traditionel|Portuguais|Chinois simplifié
lOptionsMenuActiveWindow	Dans la fenêtre active
lOptionsMenuFixPosition	À une position fixe
lOptionsMenuNearMouse	Près du pointeur de la souris
lOptionsMenuOptions	Menu
lOptionsMenuPositionPrompt	Afficher le menu popup:
lOptionsMouseAndKeyboard	Déclencheurs
lOptionsOpenMenuOnTaskbar	Ouvrir le menu sur la barre des tâches
lOptionsOtherOptions	Général
lOptionsPopupFixPositionX	Position X:
lOptionsPopupFixPositionY	Y:
lOptionsPopupHotkeyTitles	Bouton de souris du menu Quick Access Popup|Raccourci clavier du menu Quick Access Popup|Bouton de souris du menu Alternatif|Raccourci clavier du menu Alternatif
lOptionsPopupHotkeyTitlesSub	Ce bouton de la souris affiche le menu n'importe où  (sauf dans les  <a>applications exclues</a>) et ouvre votre favori ou change le dossier dans la fenêtre active.|Ce raccourci clavier affiche le menu n'importe où  et ouvre votre favori ou change le dossier dans la fenêtre active.|Ce bouton de la souris affiche le menu Alternatif qui propose diverses fonctions. Ce menu s'affiche n'importe où (sans exception).|Ce raccourci clavier affiche le menu Alternatif qui propose diverses fonctions. Ce menu s'affiche n'importe où.
lOptionsRecentFolders	Nombre d'emplacements récents dans le menu
lOptionsRecentFoldersPrompt	Emplacements récents:
lOptionsRememberSettingsPosition	Mémoriser la position de la fenêtre
lOptionsRunAtStartup	Exécuter au démarrage
lOptionsSelectCatalogueRoot	Choisissez le dossier racine du Catalogue des menus partagés
lOptionsTabFileManagersIntro	Sélectionnez le gestionnaire de fichiers à utiliser pour ouvrir des dossiers dans une nouvelle fenêtre.
lOptionsTabMenuOptionsIntro	Affichez le menu comme vous le préférez
lOptionsTabMouseAndKeyboardIntro	Choisissez les boutons de la souris et les raccourcis du clavier déclenchant le menu principal de ~1~.
lOptionsTabOtherOptionsIntro	Adaptez ~1~ à vos préférences!
lOptionsTheme	Thème
lOptionsThirdParty	Gestionnaires
lOptionsThirdPartyDetail	Pour activer l'intégration avec ~1~, localisez le programme .exe sous votre dossier Program Files.
lOptionsThirdPartyDetailQAPconnect	Sélectionnez votre gestionnaire de fichiers (ou modifiez ~1~ pour l'ajouter - voir l'aide)
lOptionsThirdPartyFileNotFound	Le fichier de l'application ~1~ est introuvable: "~2~".
lOptionsThirdPartySelectedHelp	Gestionnaire de fichiers: ~1~ (<a href="~2~">~3~</a>)
lOptionsThirdPartySelectFile	Veuillez choisir le fichier exécutable de l'application ~1~ à l'aide du bouton "Parcourir"
lOptionsThirdPartyUseTabs	Utiliser les onglets au lieu d'ouvrir dans une nouvelle fenêtre
lOptionsTrayTip	Afficher la notification au démarrage
lOptionsUseClassicButtons	Afficher les boutons QAP classiques
lPickIconNoLocation	Veuillez d'abord choisisr un favori avant de sélectionner une icône.
lReloadPrompt	Changement de ~1~ enregistré: ~2~. Voulez-vous relancer ~3~ en ~2~ maintenant? Les changements non sauvegardés dans le menu seront perdus.
lTCMenuName	TC Directory Hotlist
lTCWinCmdLocation	Emplacement de WinCmd.ini
lTooltipSnippetKeyWait	Appuyez sur {~1~} pour continuer…
lTooltipSnippetWait	Sélectionnez le point d'insertion et appuyez sur "~1~" pour coller le fragment (attente de ~2~ secondes)
lTooltipSnippetWaitEnter	Entrée
lTooltipSnippetWaitMacro	Appuyez sur "~1~" pour lancer la macro (attente de ~2~ secondes)
lTooltipSnippetWaitText	Sélectionnez le point d'insertion et appuyez sur "~1~" pour coller le fragment (attente de ~2~ secondes)
lTrayTipInstalledDetail	~1~ pour lancer vos favoris
lTrayTipInstalledTitle	~1~ ~2~ est prêt!
lTrayTipWorkingDetail	Préparation des menus
lTrayTipWorkingDetailFinished	Le menu a été mis à jour.
lTrayTipWorkingTitle	~1~ ~2~ se prépare...
lUpdateButtonChangeLog	Voir le registre des changements
lUpdateButtonDownloadPortable	Télécharger la version portable (fichier ZIP)
lUpdateButtonDownloadSetup	Télécharger le fichier d'installation (setup)
lUpdateButtonRemind	Rappelez-moi
lUpdateButtonSkipVersion	Sauter cette version
lUpdateButtonVisit	Visiter le site web
lUpdateError	Une erreur est survenue lors de la vérification du numéro de la plus récente version. La vérification de la mise à jour est interrompue.
lUpdatePrompt	Mettre à jour ~1~ de la version v~2~ à la version v~3~?
lUpdatePromptAlpha	Il y a une nouvelle version ALPHA de ~1~.`n`nMettre à jour ~1~ de la version v~2~ à la version v~3~?
lUpdatePromptAlphaContinue	Désirez-vous toujours être informé des futures versions alpha?
lUpdatePromptBeta	Il y a une nouvelle version BETA de ~1~.`n`nMettre à jour ~1~ de la version v~2~ à la version v~3~?
lUpdatePromptBetaContinue	Désirez-vous toujours être informé des futures versions beta?
lUpdateTitle	Mettre à jour ~1~?
lUpdateYouHaveLatest	Vous avez la version la plus récente: ~1~.`n`nVisiter la page web de ~2~ quand même?
lWindowIsTreeviewText	Désolé... À cause d'une limitation de Windows, ce type de boîte de dialogue (TreeView) n'est pas compatible avec ~1~ pour le moment.
lWindowIsTreeviewTitle	Boîte de dialogue incompatible
