lAboutText1	~1~ ~2~ (~3~ bits)
lImpExpCompleted	concluído
lImpExpDestination	Destino
lImpExpExport	Exportar
lImpExpExportAmpersand	&Exportar
lImpExpFavorites	favoritos
lImpExpFavoritesNotFound	Favoritos não encontrados no arquivo:`n`n~1~
lImpExpFile	Arquivo ~1~
lImpExpFileGlobal	Configurações globais e atalhos do menu principal
lImpExpFileThemes	Temas
lImpExpFinalReport	Transferir ~1~.`n`nOrigem:`n~2~`n`nDestino:`n~3~
lImpExpHotkeys	teclas de atalho
lImpExpImport	Importar
lImpExpImportAmpersand	&Importar
lImpExpMenu	Importar/Exportar Configurações
lImpExpMerge	Mesclar com
lImpExpNoThemes	Nenhuma lista de temas encontrado no valor "~1~" da seção "~2~".`n`nArquivo de origem:`n~3~
lImpExpOptionAlternative	Atalhos dos menus alternativos
lImpExpOptionFavorites	Favoritos (excluindo suas teclas de atalho)
lImpExpOptionHotkeys	Teclas de Atalho dos Favoritos
lImpExpOrIdentical	(ou conteúdo idêntico)
lImpExpReplaceAll	Substituir todos
lImpExpReplaceFavorites	Há favoritos no arquivo de destino. O que você deseja fazer?`n`n~1~
lImpExpReplaceSection	Substituir (SOBRESCREVER) a seção ~2~ no arquivo existente?`n`n~1~`n`n[~2~]`n~3~
lImpExpRestartApp	Deseja reiniciar o ~1~ e carregar as novas configurações agora?
lImpExpSectionNotFound	Conteúdo não encontrado no arquivo:`n`n~1~`n`nSeção: [~2~]`nDescrição: ~3~
lImpExpSource	Origem
lImpExpTitle	Importar / Exportar Configurações
lImpExpUnsavedSettings	Uma janela de configurações está aberta, possivelmente com alterações não salvas.`n`nPor favor, feche a janela de configurações antes de importar ou exportar configurações.
lMainMenuName	Principal
lMenuAboutAmpersand	So&bre
lMenuAddFavorite	Adicionar Favorito
lMenuAddThisFolder	Adicionar esta Pasta
lMenuAddThisFolderXpress	Adicionar Esta Pasta Expressa
lMenuAlternativeEditFavorite	Editar um Favorito
lMenuAlternativeNewWindow	Abrir em uma nova janela
lMenuAppData	Dados de Aplicativos
lMenuCache	Cache
lMenuClipboard	Área de Transferência
lMenuCloseThisMenu	Fechar este menu
lMenuColumnBreak	coluna
lMenuCommonAppData	Dados de Aplicativos Comuns
lMenuCommonDesktop	Área de Trabalho Comum
lMenuCommonStartMenu	Menu Iniciar Comum
lMenuCommonStartupMenu	Menu Inicializar Comum
lMenuComputerRestart	Reiniciar Computador
lMenuComputerShutdown	Desligar Computador
lMenuCookies	Cookies
lMenuCopyLocation	Copiar Caminho ou URL do Favorite
lMenuCurrentFolders	Reabrir Pasta
lMenuDesktop	Área de Trabalho
lMenuDownloads	Downloads
lMenuDrives	Discos
lMenuDrivesSpace	(~1~ GB livre(s) / ~2~ GB)
lMenuEditIniFile	Editar ~1~
lMenuExitApp	Sair do ~1~
lMenuFavoritesInternet	Favoritos (Internet)
lMenuFonts	Fontes
lMenuGetWinInfo	Obter Título e Classe da janela
lMenuHelp	Ajuda
lMenuHistory	Histórico
lMenuMenu	Menu
lMenuMyMusic	Minhas Músicas
lMenuMyQAPMenu	Meus Essenciais do QAP
lMenuMySpecialMenu	Minhas Pastas Especiais
lMenuMyVideo	Meus Vídeos
lMenuNoClipboard	A Área de Transferência não contém nenhum caminho ou URL...
lMenuNoCurrentFolder	Nenhuma pasta aberta atualmente...
lMenuPictures	Imagens
lMenuProgramFiles	Arquivos de Programas
lMenuProgramsFolderStartMenu	Pasta de Programas (Menu Iniciar)
lMenuPublicLibraries	Bibliotecas Públicas
lMenuQuickLaunch	Inicialização Rápida
lMenuRecentFolders	Pastas Recentes
lMenuRecentItems	Itens Recentes
lMenuReload	Reiniciar
lMenuRunAtStartupAmpersand	Executa&r na Inicialização
lMenuSettings	Configurações
lMenuStartMenu	Menu Iniciar
lMenuStartup	Inicialização
lMenuSuspendHotkeys	Teclas de Atalho de Suspensão
lMenuSwitchFolderOrApp	Alterar
lMenuSwitchSettings	Mudar arquivo de Configurações
lMenuSystemCertificates	Certificados do Sistema
lMenuTemplates	Modelos
lMenuTemporaryFiles	Arquivos Temporários
lMenuUpdateAmpersand	Verificar at&ualizações
lMenuUserFolder	Pasta do Usuário
lMenuUserPinned	Fixado pelo Usuário
lNavigateFileError	Ocorreu um erro ao abrir a pasta:`n~1~.
lNavigateSpecialError	Ocorreu um erro ao abrir a pasta especial #~1~.
lOopsAddThisFolderTip	Para melhores resultados com o comando "Adicionar esta Pasta":`n`n1) Ative a janela ~1~ contendo a pasta para adicionar ao seu menu.`n2) Abra o menu popup menu usando ~2~.`n3) Selecione "Adicionar esta Pasta" e salve seu novo favorito.
lOopsCannotCopyFavorite	Favoritos do tipo "~1~" não podem ser copiados.
lOopsChangeFolderInDialogAlert	Deseja alterar a pasta nesta caixa de diálogo? Para poder navegar dentro de uma caixa de diálogo, você precisa habilitar esta opção (primeira caixa de seleção na aba "Geral").`n`nDeseja abrir a janela de opções?
lOopsCouldNotOpenSpecialFolder	O ~1~ não pôde abrir a pasta especial: "~2~".
lOopsEmpty	vazio
lOopsErrorIniFileReadOnly	Este arquivo de configurações de menu compartilhado é SOMENTE LEITURA.
lOopsErrorIniFileRetry	Se o arquivo de configurações está em uma unidade de rede, tente recarregar o ~1~ quando a unidade de rede estiver disponível.
lOopsErrorIniFileUnavailable	Este arquivo de configurações do menu externo está indisponível
lOopsErrorReadingIniFile	Ocorreu um erro ao tentar ler o arquivo de configurações:
lOopsExternalFileWriteError	Ocorreu um erro ao tentar acessar o arquivo de configurações do menu compartilhado:`n~1~.`n`nVerifique se este arquivo ou pasta é somente leitura.
lOopsExternalMenuReadOnly	Este menu externo é somente leitura e não pode ser modificado.
lOopsFtpLocationProtocol	O local FTP deve começar com "ftp://".
lOopsGroup	grupo
lOopsHotkeyAlreadyUsed	A tecla de atalho "~1~" já está em uso por ~2~.`n`nPor favor, escolha outra tecla para ~3~.
lOopsHotkeyNotInMenus	Erro: o local "~1~" da tecla de atalho "~1~" não foi encontardo nos menus.
lOopsHttpLocationTransformed	O local HTTP (formato URL) foi transformado em um caminho de rede (formato UNC) para compatibilidade com o Windows:`n`n~1~`n~2~
lOopsInvalidWinCmdIni	Arquivo de configuração "wincmd.ini" do Total Commander não encontrado.`n`nSelecione o arquivo em "Opções", aba "Gerenciadores de arquivos".
lOopsInvalidWindowPosition	Valor(es) inválido(s) da posição da janela
lOopsLaunchWithNotFound	Arquivo "Iniciar com este aplicativo" não encontrado:`n`n~1~`n`nVerifique as configurações avançadas do favorito.
lOopsLocation	local
lOopsMaxLiveFolder	O número máximo de itens em pastas Ativas (~1~) foi excedido. Por favor, diminua o número de níveis de pastas Ativas.`n`nVocê também pode atingir este limite, mas seja cuidadoso: um número muito grande pode ocasionar resultados imprevistos. Edite o valor "NbLiveFolderItemsMax" na seção [Global] do arquivo de configurações (QuickAccessPop.ini).
lOopsOSVerrsionError	O ~1~ necessita do Window 7 ou sistema operacional mais recente. Usuários do Windows Vista e XP podem usar o Folders Popup, que é compatível com estas versões.`n`nDeseja visitar o site do Folders Popup?
lOopsQAPfeature	Recurso do QAP
lOopsTitle	~1~ (~2~)
lOopsUnknownTargetAppName	Ocorreu um erro ao tentar abrir este favorito. Por favor, tente novamente...
lOopsWriteProtectedError	Parece que o ~1~ está sendo executado de uma pasta PROTEGIDA CONTRA GRAVAÇÃO onde o arquivo de configuração "~1~.ini" não pode ser criado.`n`nMova o arquivo EXE do ~1~ para uma pasta REGULAR de sua escolha e execute-o novamente desta pasta.`n`nO ~1~ irá fechar.
lOopsWrongThirdPartyPath	Caminho ou nome de arquivo incorreto para ~1~:`n~2~.`n`nVerifique o arquivo EXE selecionado para ~1~ em "Opções", aba "~3~".
lOopsWrongThirdPartyPathQAPconnect	Caminho ou nome de arquivo incorreto para aplicativo QAPconnect`n~1~:`n~2~.`n`nVerifique os valores para [~1~] em ~3~. Use o botão "~4~" em "Opções", aba "~5~".
lOopsZipFileError	Parece que o ~1~ está sendo executado a partir do arquivo ZIP.`n`nVocê deve extrair o executável EXE do ~1~ no arquivo ZIP para uma pasta de sua escolha antes de executá-lo.`n`nO ~1~ irá fechar.
lOptionsAddAutoAtTop	Automaticamente adicionar no topo do menu
lOptionsAddCloseToDynamicMenus	Adicionar "Fechar" aos menus
lOptionsAlternativeMenuFeatures	Teclas de Atalho do Menu Alternativo
lOptionsAlternativeMenuFeaturesIntro	Gerencie os atalhos que irão disparar os recursos do menu Alternativo.
lOptionsChangeFolderInDialog	Altere as pastas na caixa de diálogo com as teclas de atalho principais do mouse e teclado do QAP
lOptionsChangeFolderInDialogCheckbox	Clique "OK" para confirmar as possíveis consequências do mau uso do recurso 'alterar pasta' nas caixas de diálogo "não-arquivo".
lOptionsChangeFolderInDialogText	ATIVE esta opção para habilitar a navegação por pastas em caixas de diálogo (Abrir, Salvar Como, etc.) mas, por favor, leia o seguinte aviso.`n`nVocê deve usar este recurso SOMENTE em caixas de diálogo de "arquivo". Se você usá-lo em outros tipos de caixas de diálogo, por exemplo, em uma caixa de diálogo "Opções", tentar alterar a pasta pode modificar e salvar valores na caixa de diálogo sem nenhuma notificação.
lOptionsChangeHotkey	Alterar
lOptionsCheck4Update	Verificar atualizações
lOptionsControlDoublePressed	Abrir menu principal com Ctrl + Ctrl (tecla Control Direita ou Esquerda pressionada duas vezes)
lOptionsDisplayIcons	Ex&ibir Ícones do Menu
lOptionsDisplayMenuShortcuts	Exibir Atalhos &Numéricos de Menu
lOptionsExclusionDetail1	Para bloquear o menu pelo botão do mouse do QAP [~1~] em um aplicativo, entre qualquer parte do título da janela do aplicativo. Você pode entrar múltiplas exclusões, uma por linha. Por exemplo, para excluir o Chrome e Word, entre as seguintes duas linhas na lista de exclusão:`n`nGoogle Chrome`nMicrosoft Word
lOptionsExclusionDetail2	A tecla de atalho do QAP será desativada nestes aplicativos e o clique [~1~] será enviado para a janela de destino se o QAP não estiver em execução. Você também pode excluir janelas pelo nome da sua classe. Você pode encontrar ajuda e suporte deste recurso no <a href="~2~">site do QAP</a>.
lOptionsExclusionList	Lista de exclusões
lOptionsExclusionTitle	Lista de exclusões para disparador do Mouse [~1~]
lOptionsExplorerContextMenus	Habilitar Menus de Contexto do Explorer
lOptionsFtpEncoding	Criptografar usuário e senha FTP (recomendado)
lOptionsFtpEncodingTC	Criptografar usuário e senha FTP (não recomendado para o Total Commander)
lOptionsGuiTitle	Opções - ~1~ ~2~
lOptionsHotkeyRemindersFull	Exibir nomes completos
lOptionsHotkeyRemindersNo	Não exibir
lOptionsHotkeyRemindersPrompt	Lembretes de tecla de atalho no menu:
lOptionsHotkeyRemindersShort	Exibir nomes abreviados
lOptionsIconSize	Tamanho dos ícones no menu
lOptionsIconsManageRows	Linhas da janela 'Gerenciar Ícones'`n(0 para espaço máximo disponível)
lOptionsLanguage	Idioma
lOptionsLanguageLabels	Inglês|Francês|Alemão|Sueco|Espanhol|Português (Brasil)|Italiano|Chinês Tradicional|Português|Chinês Simplified
lOptionsMenuActiveWindow	Canto superior esquerdo da janela ativa
lOptionsMenuFixPosition	Em uma posição fixa
lOptionsMenuNearMouse	Próximo do ponteiro do mouse
lOptionsMenuPositionPrompt	Abrir o menu:
lOptionsMouseAndKeyboard	Teclas de atalho do menu
lOptionsOpenMenuOnTaskbar	Abrir menu na barra de tarefas
lOptionsOtherOptions	Geral
lOptionsPopupFixPositionX	Posição X:
lOptionsPopupFixPositionY	Y:
lOptionsPopupHotkeyTitles	Botão do Mouse do Quick Access Popup|Atalho de Teclado do Quick Access Popup|Botão do Mouse do Menu Alternativo|Atlaho de Teclado do Menu Alternativo
lOptionsPopupHotkeyTitlesSub	Este botão do mouse exibe o menu em qualquer lugar (exceto sobre <a>aplicativos excluídos</a>) e inicia seu favorito ou navega para sua pasta.|Esta tecla de atalho exibe o menu em qualquer lugar e inicia seu favorito ou navega para sua pasta.|Este botão do mouse exibe um menu alteranativo oferecendo vários recursos. Este menu pode ser exibido em qualquer lugar (sem exceção).|Esta tecla de atalho exibe um menu alternativo oferecendo vários recursos. Este menu pode ser exibido em qualquer lugar.
lOptionsRecentFolders	Número de pastas no menu
lOptionsRecentFoldersPrompt	Pastas Recentes
lOptionsRememberSettingsPosition	Lembrar posição da janela
lOptionsRunAtStartup	Executa&r na Inicialização
lOptionsTabFileManagersIntro	Selecione o gerenciador de arquivos para abrir pastas em uma nova janela.
lOptionsTabMouseAndKeyboardIntro	Defina os botões do mouse e teclas de atalho do teclado que irão disparar o menu principal do ~1~.
lOptionsTabOtherOptionsIntro	Faça o ~1~ funcionar do jeito que você gosta!
lOptionsTheme	Tema
lOptionsThirdParty	Suporte para gerenciadores de arquivos
lOptionsThirdPartyDetail	Selecione o arquivo de programa do ~1~ (.exe) para ativar a integração do ~1~.
lOptionsThirdPartyDetailQAPconnect	Selecione seu gerenciador de arquivos (ou edite ~1~ para adicioná-lo - veja a ajuda).
lOptionsThirdPartyFileNotFound	O arquivo executável do ~1~ "~2~" não foi encontrado.
lOptionsThirdPartySelectedHelp	Gerenciador de Arquivos Selecionado: ~1~ (<a href="~2~">~3~</a>)
lOptionsThirdPartySelectFile	Por favor, selecione o arquivo executável do ~1~ usando o botão "Procurar"
lOptionsThirdPartyUseTabs	Use abas em vez de abrir em uma nova janela
lOptionsTrayTip	Exibir &Dicas na Inicialização
lOptionsUseClassicButtons	Usar botões clássicos do QAP
lPickIconNoLocation	Selecione primeiro um favorito antes de escolher um ícone.
lReloadPrompt	~1~ foi alterado para ~2~. Deseja reiniciar ~3~ em ~2~ agora? Alterações não salvas no menu de pastas serão perdidas.
lTCMenuName	Lista de Acesso de Pastas do TC
lTCWinCmdLocation	Local do WinCmd.ini
lTooltipSnippetWait	Selecione o ponto de inserção e pressione "~1~" para colar o recorte (aguardando ~2~ segundos)
lTooltipSnippetWaitEnter	Enter
lTooltipSnippetWaitMacro	Aperte "~1~" para executar o macro (aguardando ~2~ segundos)
lTooltipSnippetWaitText	Selecione o ponto de inserção e aperte "~1~" para colar o recorte (aguardando ~2~ segundos)
lTrayTipInstalledDetail	~1~ para iniciar favoritos
lTrayTipInstalledTitle	~1~ ~2~ pronto!
lTrayTipWorkingDetail	Criando menus
lTrayTipWorkingDetailFinished	O menu foi atualizado.
lTrayTipWorkingTitle	~1~ ~2~ trabalhando...
lUpdateButtonChangeLog	Ver log de alterações
lUpdateButtonDownloadPortable	Baixar arquivo ZIP portátil
lUpdateButtonDownloadSetup	Baixar arquivo de Instalação
lUpdateButtonRemind	Lembrar
lUpdateButtonSkipVersion	Pular esta versão
lUpdateButtonVisit	Visitar site
lUpdateError	Ocorreu um erro ao acessar o número da última versão. Verificação de atualização interrompida.
lUpdatePrompt	Atualizar o ~1~ da v~2~ para v~3~?
lUpdatePromptAlpha	Há uma nova versão ALPHA do ~1~ .`n`nAtualizar o ~1~ da v~2~ para v~3~?
lUpdatePromptAlphaContinue	Deseja ainda ser informado de futuras versões alpha?
lUpdatePromptBeta	Há uma nova versão BETA do ~1~ .`n`nAtualizar o ~1~ da v~2~ para v~3~?
lUpdatePromptBetaContinue	Ainda deseja ser informado de futuras versões beta?
lUpdateTitle	Atualizar o ~1~?
lUpdateYouHaveLatest	Você possui a versão mais atual: ~1~.`n`nVisitar a página do ~2~ assim mesmo?
lWindowIsTreeviewText	Desculpe... Devido a uma limitação do Windows, este tipo de caixa de diálogo (TreeView) não é suportado pelo ~1~ no momento.
lWindowIsTreeviewTitle	Caixa de diálogo de visualização em árvore não suportada
